watch_id,user_id,movie_id,watch_date,watch_duration,device_type
W79074,15927,1347,2025-02-03,146.0,Laptop
W79076,16612,2472,2025-02-03,128.0,Laptop
W79077,16567,3163,2025-02-03,126.0,Laptop
W79079,15291,283,2025-02-03,125.0,Smart TV
W79082,16121,1909,2025-02-03,15.0,Mobile
W79084,16466,3000,2025-02-03,72.0,Laptop
W79086,16092,1302,2025-02-03,119.0,Laptop
W79087,15806,3248,2025-02-03,81.0,Smart TV
W79089,16747,2565,2025-02-03,89.0,Laptop
W79090,16994,2447,2025-02-03,190.0,Laptop
W79091,16568,27,2025-02-03,177.0,Smart TV
W79092,16449,3687,2025-02-03,88.0,Smart TV
W79093,16214,4174,2025-02-03,118.0,Laptop
W79094,16234,279,2025-02-03,15.0,Smart TV
W79095,16445,2401,2025-02-03,59.0,Mobile
W79096,16348,2616,2025-02-03,106.0,Smart TV
W79097,15483,4148,2025-02-03,48.0,Smart TV
W79098,16768,23,2025-02-03,149.0,Mobile
W79099,15985,3772,2025-02-03,105.0,Smart TV
W79100,16125,3871,2025-02-03,102.0,Laptop
W79101,15772,2447,2025-02-03,184.0,Mobile
W79103,15928,2628,2025-02-03,83.0,Laptop
W79104,15417,1936,2025-02-03,14.0,Mobile
W79105,15468,676,2025-02-03,140.0,Laptop
W79106,15413,1779,2025-02-03,15.0,Smart TV
W79107,16398,447,2025-02-03,108.0,Smart TV
W79108,15799,315,2025-02-03,61.0,Smart TV
W79109,16005,1227,2025-02-03,140.0,Laptop
W79110,16866,2841,2025-02-03,104.0,Smart TV
W79111,15370,1665,2025-02-03,46.0,Laptop
W79112,16577,2663,2025-02-03,91.0,Smart TV
W79113,15316,2418,2025-02-03,120.0,Mobile
W79114,16518,2247,2025-02-03,114.0,Smart TV
W79116,15271,950,2025-02-03,90.0,Laptop
W79117,16304,86,2025-02-03,11.0,Mobile
W79119,15999,1459,2025-02-03,99.0,Mobile
W79120,16005,2628,2025-02-03,83.0,Laptop
W79121,15012,1665,2025-02-03,51.0,Mobile
W79122,15389,526,2025-02-03,69.0,Mobile
W79123,16803,109,2025-02-03,54.0,Smart TV
W79124,16064,2352,2025-02-03,102.0,Laptop
W79125,16090,2054,2025-02-03,116.0,Laptop
W79126,16908,2808,2025-02-03,106.0,Mobile
W79127,15339,4025,2025-02-03,109.0,Laptop
W79128,16898,2418,2025-02-03,119.0,Mobile
W79129,15647,3447,2025-02-03,100.0,Smart TV
W79130,15467,2529,2025-02-03,116.0,Smart TV
W79132,15750,82,2025-02-03,49.0,Mobile
W79133,15651,525,2025-02-03,143.0,Laptop
W79135,15778,1537,2025-02-03,106.0,Laptop
W79137,16207,4140,2025-02-03,151.0,Smart TV
W79139,16847,3540,2025-02-03,75.0,Smart TV
W79140,15074,1029,2025-02-03,85.0,Laptop
W79141,16870,2560,2025-02-03,81.0,Mobile
W79142,16223,1410,2025-02-03,81.0,Laptop
W79143,16751,3232,2025-02-03,127.0,Laptop
W79144,15020,2479,2025-02-03,108.0,Laptop
W79145,16102,2661,2025-02-03,92.0,Laptop
W79146,16546,2656,2025-02-03,43.0,Smart TV
W79148,16578,2331,2025-02-03,104.0,Laptop
W79149,16622,3732,2025-02-03,6.0,Mobile
W79150,15270,3826,2025-02-03,105.0,Laptop
W79151,16201,3214,2025-02-03,97.0,Smart TV
W79152,15656,2730,2025-02-03,54.0,Mobile
W79153,15944,750,2025-02-03,7.0,Mobile
W79154,16622,3427,2025-02-03,11.0,Laptop
W79155,15467,3395,2025-02-03,112.0,Smart TV
W79156,16190,2553,2025-02-03,83.0,Smart TV
W79157,15949,2663,2025-02-03,92.0,Mobile
W79158,16004,2,2025-02-03,186.0,Mobile
W79159,15858,2202,2025-02-03,92.0,Laptop
W79160,15745,3949,2025-02-03,55.0,Mobile
W79161,15020,3055,2025-02-03,131.0,Smart TV
W79162,15545,673,2025-02-03,130.0,Smart TV
W79163,16424,166,2025-02-03,80.0,Laptop
W79164,16985,2015,2025-02-03,131.0,Laptop
W79165,16818,1352,2025-02-03,101.0,Mobile
W79166,16776,3965,2025-02-03,97.0,Smart TV
W79167,15015,1118,2025-02-03,100.0,Smart TV
W79168,15746,3502,2025-02-03,122.0,Mobile
W79170,15521,3150,2025-02-03,102.0,Laptop
W79171,16510,2837,2025-02-03,59.0,Smart TV
W79172,16935,2882,2025-02-03,101.0,Smart TV
W79173,16218,1406,2025-02-03,109.0,Smart TV
W79174,16037,1823,2025-02-03,122.0,Smart TV
W79175,16282,2598,2025-02-03,71.0,Laptop
W79176,15847,1848,2025-02-03,90.0,Mobile
W79178,16496,2486,2025-02-03,105.0,Smart TV
W79179,15931,1988,2025-02-03,56.0,Laptop
W79180,15174,1302,2025-02-03,73.0,Laptop
W79181,16263,1482,2025-02-03,119.0,Laptop
W79182,15127,1959,2025-02-03,10.0,Laptop
W79185,15472,2754,2025-02-03,96.0,Laptop
W79186,16573,2041,2025-02-03,112.0,Smart TV
W79187,16698,2036,2025-02-03,107.0,Laptop
W79188,16254,2762,2025-02-03,113.0,Smart TV
W79189,16699,118,2025-02-03,131.0,Laptop
W79190,16449,534,2025-02-03,120.0,Laptop
W79191,15781,426,2025-02-03,82.0,Smart TV
W79192,16868,1612,2025-02-03,98.0,Smart TV
W79194,15346,1739,2025-02-03,86.0,Mobile
W79195,15266,2769,2025-02-03,107.0,Smart TV
W79196,15756,1732,2025-02-03,123.0,Mobile
W79197,16763,1945,2025-02-03,92.0,Smart TV
W79198,15884,2157,2025-02-03,105.0,Mobile
W79199,16568,747,2025-02-03,14.0,Mobile
W79201,16586,4104,2025-02-03,7.0,Smart TV
W79202,15753,3388,2025-02-03,107.0,Mobile
W79203,16849,978,2025-02-03,51.0,Mobile
W79204,16074,1493,2025-02-03,95.0,Smart TV
W79205,16608,2418,2025-02-03,111.0,Smart TV
W79206,15195,719,2025-02-03,109.0,Smart TV
W79207,16892,3057,2025-02-03,146.0,Smart TV
W79208,16911,895,2025-02-03,79.0,Smart TV
W79209,15530,2669,2025-02-03,86.0,Laptop
W79210,15347,3201,2025-02-03,112.0,Laptop
W79211,16090,280,2025-02-03,121.0,Smart TV
W79212,15501,1093,2025-02-03,92.0,Laptop
W79213,16916,472,2025-02-03,95.0,Mobile
W79214,15973,1767,2025-02-03,56.0,Laptop
W79215,15096,3999,2025-02-03,115.0,Smart TV
W79216,15256,4094,2025-02-03,112.0,Laptop
W79217,16506,1093,2025-02-03,91.0,Smart TV
W79218,16901,2113,2025-02-03,11.0,Smart TV
W79220,15292,1105,2025-02-03,104.0,Laptop
W79223,15250,2245,2025-02-03,137.0,Smart TV
W79224,16829,2900,2025-02-03,92.0,Smart TV
W79225,15883,3681,2025-02-03,55.0,Mobile
W79226,15269,1818,2025-02-03,98.0,Smart TV
W79228,15156,2969,2025-02-03,88.0,Smart TV
W79230,16163,2052,2025-02-03,150.0,Smart TV
W79232,15253,3644,2025-02-03,72.0,Laptop
W79233,15959,2543,2025-02-03,42.0,Laptop
W79234,15074,2516,2025-02-03,45.0,Smart TV
W79235,16391,3783,2025-02-03,58.0,Smart TV
W79236,15389,3141,2025-02-03,91.0,Smart TV
W79238,16223,4109,2025-02-03,104.0,Smart TV
W79239,16216,2572,2025-02-03,92.0,Laptop
W79240,16295,2027,2025-02-03,109.0,Smart TV
W79241,15321,2945,2025-02-03,88.0,Laptop
W79242,16508,4051,2025-02-03,113.0,Smart TV
W79243,15429,1170,2025-02-03,158.0,Laptop
W79244,15301,2863,2025-02-03,57.0,Smart TV
W79245,16765,3257,2025-02-03,94.0,Laptop
W79246,16113,3673,2025-02-03,83.0,Laptop
W79247,16751,1495,2025-02-03,117.0,Mobile
W79248,16787,2157,2025-02-03,9.0,Laptop
W79249,16238,520,2025-02-03,107.0,Smart TV
W79250,15491,1636,2025-02-03,107.0,Laptop
W79251,15050,3356,2025-02-03,115.0,Laptop
W79252,15454,2441,2025-02-03,116.0,Smart TV
W79253,16586,3118,2025-02-03,25.0,Smart TV
W79254,15486,4177,2025-02-03,101.0,Laptop
W79256,15078,3579,2025-02-03,119.0,Smart TV
W79257,15127,2505,2025-02-03,60.0,Smart TV
W79258,15779,3439,2025-02-03,89.0,Laptop
W79259,15497,3148,2025-02-03,152.0,Laptop
W79260,16487,118,2025-02-03,18.0,Laptop
W79261,16130,1668,2025-02-03,114.0,Laptop
W79262,16207,1135,2025-02-03,45.0,Laptop
W79263,15651,2591,2025-02-03,121.0,Mobile
W79264,15829,1175,2025-02-03,124.0,Laptop
W79265,16146,1158,2025-02-03,148.0,Laptop
W79266,16325,2952,2025-02-03,89.0,Smart TV
W79267,15726,2514,2025-02-03,7.0,Mobile
W79268,16103,2047,2025-02-03,113.0,Smart TV
W79269,16443,2285,2025-02-03,54.0,Laptop
W79270,16154,2817,2025-02-03,126.0,Mobile
W79271,15477,3053,2025-02-03,96.0,Laptop
W79272,15669,1668,2025-02-03,111.0,Laptop
W79273,16956,2720,2025-02-03,83.0,Mobile
W79274,16535,2961,2025-02-03,50.0,Smart TV
W79275,16177,570,2025-02-03,134.0,Smart TV
W79276,15266,2027,2025-02-03,105.0,Smart TV
W79278,15468,3621,2025-02-03,39.0,Laptop
W79279,15427,3001,2025-02-03,106.0,Smart TV
W79280,15959,3021,2025-02-03,114.0,Smart TV
W79283,16028,437,2025-02-03,115.0,Laptop
W79284,16466,1739,2025-02-03,79.0,Laptop
W79285,15745,4098,2025-02-03,48.0,Laptop
W79286,16018,3141,2025-02-03,100.0,Laptop
W79287,16541,166,2025-02-03,80.0,Laptop
W79288,16353,3146,2025-02-03,111.0,Smart TV
W79289,15169,1572,2025-02-03,93.0,Smart TV
W79290,16842,3001,2025-02-03,102.0,Smart TV
W79291,16102,3268,2025-02-03,95.0,Smart TV
W79292,15924,2747,2025-02-03,81.0,Mobile
W79293,15896,3772,2025-02-03,106.0,Laptop
W79294,15867,1878,2025-02-03,103.0,Smart TV
W79295,15162,2407,2025-02-03,157.0,Laptop
W79297,16099,3772,2025-02-03,111.0,Laptop
W79299,16099,2773,2025-02-03,138.0,Laptop
W79300,16382,2287,2025-02-03,102.0,Mobile
W79301,16410,1482,2025-02-03,65.0,Laptop
W79302,15209,1359,2025-02-03,118.0,Laptop
W79303,16903,3988,2025-02-03,90.0,Laptop
W79304,15805,2315,2025-02-03,64.0,Mobile
W79305,16050,3000,2025-02-03,136.0,Laptop
W79306,16065,118,2025-02-03,66.0,Laptop
W79307,15090,1282,2025-02-03,121.0,Laptop
W79308,16378,238,2025-02-03,48.0,Laptop
W79310,16690,1371,2025-02-03,52.0,Smart TV
W79311,16728,622,2025-02-03,8.0,Mobile
W79312,16392,109,2025-02-03,19.0,Smart TV
W79313,16681,3321,2025-02-03,149.0,Laptop
W79314,16840,2503,2025-02-03,116.0,Laptop
W79315,16412,4068,2025-02-03,41.0,Mobile
W79316,16066,1494,2025-02-03,111.0,Smart TV
W79317,16856,4225,2025-02-03,112.0,Smart TV
W79318,16355,747,2025-02-03,63.0,Smart TV
W79319,15726,2754,2025-02-03,95.0,Mobile
W79320,15603,1341,2025-02-03,123.0,Laptop
W79321,16418,3689,2025-02-03,129.0,Laptop
W79323,15747,2930,2025-02-03,112.0,Laptop
W79324,16447,3177,2025-02-03,85.0,Laptop
W79327,15889,2769,2025-02-03,107.0,Smart TV
W79328,16909,2090,2025-02-03,117.0,Smart TV
W79329,15717,270,2025-02-03,51.0,Laptop
W79330,15777,1909,2025-02-03,96.0,Mobile
W79331,15261,1208,2025-02-03,101.0,Laptop
W79332,16883,3871,2025-02-03,101.0,Laptop
W79333,15827,1530,2025-02-03,146.0,Mobile
W79335,15587,1826,2025-02-03,94.0,Smart TV
W79336,16801,2661,2025-02-03,86.0,Laptop
W79338,15022,234,2025-02-03,124.0,Smart TV
W79339,16604,2418,2025-02-03,111.0,Mobile
W79340,16132,2777,2025-02-03,131.0,Laptop
W79341,16998,1226,2025-02-03,105.0,Mobile
W79342,16899,3784,2025-02-03,114.0,Laptop
W79343,15275,4105,2025-02-03,47.0,Mobile
W79344,15935,2090,2025-02-03,127.0,Smart TV
W79345,15985,1388,2025-02-03,44.0,Smart TV
W79346,16740,3797,2025-02-03,101.0,Mobile
W79347,16502,329,2025-02-03,116.0,Smart TV
W79349,16739,3601,2025-02-03,113.0,Mobile
W79350,15936,1406,2025-02-03,67.0,Laptop
W79351,16879,1544,2025-02-03,51.0,Laptop
W79352,15736,650,2025-02-03,108.0,Laptop
W79354,15365,2865,2025-02-03,69.0,Laptop
W79355,16591,48,2025-02-03,19.0,Smart TV
W79356,15891,488,2025-02-03,82.0,Laptop
W79357,16611,105,2025-02-03,157.0,Laptop
W79358,15228,2401,2025-02-03,115.0,Mobile
W79361,15734,194,2025-02-03,63.0,Smart TV
W79362,15439,2703,2025-02-03,84.0,Mobile
W79363,15888,138,2025-02-03,113.0,Mobile
W79364,16332,1734,2025-02-03,40.0,Smart TV
W79365,16337,2403,2025-02-03,162.0,Smart TV
W79366,16211,472,2025-02-03,8.0,Laptop
W79367,15928,2027,2025-02-03,112.0,Smart TV
W79368,16547,3918,2025-02-03,98.0,Laptop
W79370,16803,2691,2025-02-03,89.0,Smart TV
W79371,16113,3826,2025-02-03,67.0,Mobile
W79372,16424,2766,2025-02-03,12.0,Smart TV
W79373,16433,526,2025-02-03,115.0,Smart TV
W79374,15868,2007,2025-02-03,91.0,Smart TV
W79375,15789,133,2025-02-03,113.0,Laptop
W79376,16698,4025,2025-02-03,109.0,Smart TV
W79377,15308,1147,2025-02-03,64.0,Smart TV
W79378,15534,2399,2025-02-03,109.0,Smart TV
W79379,15879,4229,2025-02-03,121.0,Mobile
W79380,16549,3163,2025-02-03,116.0,Mobile
W79381,15101,2514,2025-02-03,102.0,Mobile
W79382,15624,4125,2025-02-03,88.0,Mobile
W79383,16340,3456,2025-02-03,124.0,Laptop
W79384,16267,2096,2025-02-03,10.0,Smart TV
W79385,15641,2981,2025-02-03,94.0,Laptop
W79387,16988,4028,2025-02-03,124.0,Smart TV
W79388,15967,3662,2025-02-03,112.0,Smart TV
W79389,16736,3738,2025-02-03,65.0,Laptop
W79390,15102,2890,2025-02-03,125.0,Laptop
W79391,16699,569,2025-02-03,90.0,Laptop
W79392,16603,378,2025-02-03,35.0,Laptop
W79393,15907,1425,2025-02-03,112.0,Laptop
W79394,16695,3056,2025-02-03,102.0,Laptop
W79395,15188,3053,2025-02-03,98.0,Laptop
W79396,16331,4094,2025-02-03,114.0,Mobile
W79397,16143,4049,2025-02-03,22.0,Laptop
W79398,15286,2652,2025-02-03,82.0,Smart TV
W79401,16984,3131,2025-02-03,104.0,Smart TV
W79402,16768,3570,2025-02-03,18.0,Smart TV
W79404,16933,105,2025-02-03,154.0,Mobile
W79405,15356,3897,2025-02-03,59.0,Mobile
W79406,16337,109,2025-02-03,105.0,Smart TV
W79407,15209,1396,2025-02-03,109.0,Mobile
W79408,16330,2811,2025-02-03,104.0,Smart TV
W79409,16230,13,2025-02-03,173.0,Mobile
W79410,15771,360,2025-02-03,102.0,Smart TV
W79411,15506,689,2025-02-03,61.0,Laptop
W79413,16512,1304,2025-02-03,20.0,Laptop
W79414,16869,3932,2025-02-03,116.0,Mobile
W79415,16419,1566,2025-02-03,64.0,Laptop
W79416,16847,2472,2025-02-03,123.0,Laptop
W79417,17000,3442,2025-02-03,128.0,Laptop
W79418,15224,823,2025-02-03,80.0,Laptop
W79419,16154,2952,2025-02-03,83.0,Laptop
W79420,16520,689,2025-02-03,130.0,Smart TV
W79421,15345,1131,2025-02-03,109.0,Laptop
W79422,16286,2795,2025-02-03,96.0,Smart TV
W79423,15734,51,2025-02-03,136.0,Smart TV
W79424,15728,1757,2025-02-03,13.0,Smart TV
W79425,16799,3932,2025-02-03,115.0,Laptop
W79426,15517,721,2025-02-03,121.0,Mobile
W79428,16512,2912,2025-02-03,140.0,Laptop
W79429,16393,41,2025-02-03,15.0,Laptop
W79431,16804,1959,2025-02-03,84.0,Mobile
W79432,16484,3014,2025-02-03,106.0,Smart TV
W79433,16882,488,2025-02-03,50.0,Smart TV
W79434,16497,2418,2025-02-03,113.0,Laptop
W79435,16502,558,2025-02-03,128.0,Smart TV
W79438,16258,1137,2025-02-03,17.0,Smart TV
W79439,16616,380,2025-02-03,20.0,Laptop
W79440,16821,3551,2025-02-03,51.0,Laptop
W79441,15810,1135,2025-02-03,91.0,Laptop
W79442,15986,1341,2025-02-03,120.0,Laptop
W79443,16608,1739,2025-02-03,80.0,Smart TV
W79444,15686,1712,2025-02-03,83.0,Mobile
W79445,15391,2389,2025-02-03,124.0,Laptop
W79448,15523,2505,2025-02-03,6.0,Laptop
W79450,16096,2652,2025-02-03,11.0,Mobile
W79451,16134,2157,2025-02-03,100.0,Mobile
W79452,16086,2173,2025-02-03,133.0,Laptop
W79453,16276,3031,2025-02-03,118.0,Mobile
W79454,16596,2206,2025-02-03,92.0,Smart TV
W79455,15008,4059,2025-02-03,20.0,Laptop
W79457,16259,2768,2025-02-03,87.0,Laptop
W79459,15200,3283,2025-02-03,92.0,Smart TV
W79460,15089,706,2025-02-03,117.0,Laptop
W79461,15107,2401,2025-02-03,113.0,Laptop
W79462,15682,854,2025-02-03,99.0,Smart TV
W79463,15163,3578,2025-02-03,125.0,Laptop
W79464,16862,2952,2025-02-03,50.0,Smart TV
W79466,16940,2447,2025-02-03,101.0,Laptop
W79467,15986,279,2025-02-03,114.0,Mobile
W79468,16577,1991,2025-02-03,54.0,Smart TV
W79469,15382,300,2025-02-03,118.0,Smart TV
W79470,16390,3410,2025-02-03,132.0,Smart TV
W79471,15777,1255,2025-02-03,153.0,Mobile
W79472,16744,3218,2025-02-03,125.0,Laptop
W79473,16435,3429,2025-02-03,103.0,Laptop
W79474,16908,650,2025-02-03,103.0,Smart TV
W79475,16952,2503,2025-02-03,15.0,Smart TV
W79476,15858,2736,2025-02-03,92.0,Laptop
W79477,15795,3352,2025-02-03,98.0,Mobile
W79478,16080,2447,2025-02-03,181.0,Mobile
W79479,16012,1164,2025-02-03,110.0,Mobile
W79480,15365,1978,2025-02-03,108.0,Laptop
W79481,16425,1185,2025-02-03,123.0,Smart TV
W79482,15048,2418,2025-02-03,114.0,Laptop
W79483,15659,1353,2025-02-03,115.0,Smart TV
W79484,15743,2540,2025-02-03,91.0,Mobile
W79485,15354,4015,2025-02-03,121.0,Laptop
W79486,15081,1771,2025-02-03,101.0,Laptop
W79487,16005,2961,2025-02-03,104.0,Smart TV
W79488,15838,1560,2025-02-03,106.0,Mobile
W79489,16466,4200,2025-02-03,59.0,Smart TV
W79490,15127,248,2025-02-03,129.0,Mobile
W79491,16214,2195,2025-02-03,129.0,Mobile
W79492,16982,2830,2025-02-03,162.0,Laptop
W79493,15154,3578,2025-02-03,75.0,Laptop
W79495,16469,1107,2025-02-03,109.0,Laptop
W79496,15971,909,2025-02-03,82.0,Smart TV
W79497,15914,3845,2025-02-03,103.0,Laptop
W79499,16944,331,2025-02-03,115.0,Mobile
W79500,15603,3172,2025-02-03,81.0,Smart TV
W79501,16972,2278,2025-02-03,147.0,Laptop
W79502,16703,3267,2025-02-03,116.0,Laptop
W79503,16267,731,2025-02-03,127.0,Smart TV
W79504,16184,570,2025-02-03,142.0,Smart TV
W79505,16538,2656,2025-02-03,79.0,Laptop
W79506,16844,3842,2025-02-03,107.0,Smart TV
W79507,16294,1167,2025-02-03,122.0,Smart TV
W79508,16842,4098,2025-02-03,107.0,Smart TV
W79509,15239,1271,2025-02-03,109.0,Smart TV
W79510,16163,261,2025-02-03,98.0,Smart TV
W79511,15286,1406,2025-02-03,115.0,Laptop
W79513,15506,105,2025-02-03,19.0,Mobile
W79514,16714,1406,2025-02-03,107.0,Laptop
W79515,15871,2157,2025-02-03,96.0,Laptop
W79517,16278,3232,2025-02-03,138.0,Laptop
W79518,16781,4008,2025-02-03,127.0,Laptop
W79520,15413,1612,2025-02-03,92.0,Smart TV
W79521,16550,3617,2025-02-03,88.0,Laptop
W79522,16054,1823,2025-02-03,21.0,Laptop
W79523,16791,2566,2025-02-03,96.0,Smart TV
W79524,15459,3224,2025-02-03,118.0,Laptop
W79526,15643,2915,2025-02-03,103.0,Laptop
W79528,15985,2041,2025-02-03,115.0,Smart TV
W79529,16410,3988,2025-02-03,91.0,Smart TV
W79530,15002,1191,2025-02-03,119.0,Mobile
W79531,15464,2663,2025-02-03,13.0,Mobile
W79532,16309,2761,2025-02-03,22.0,Smart TV
W79533,15781,4068,2025-02-03,95.0,Smart TV
W79534,15308,1255,2025-02-03,89.0,Smart TV
W79535,16406,2236,2025-02-03,96.0,Laptop
W79536,16454,3579,2025-02-03,124.0,Mobile
W79539,16635,676,2025-02-03,146.0,Laptop
W79540,16227,2407,2025-02-03,158.0,Smart TV
W79541,16977,1415,2025-02-03,56.0,Laptop
W79542,15775,3000,2025-02-03,130.0,Smart TV
W79543,16042,2566,2025-02-03,50.0,Smart TV
W79545,15665,558,2025-02-03,12.0,Laptop
W79546,16892,2855,2025-02-03,106.0,Smart TV
W79547,15992,965,2025-02-03,74.0,Mobile
W79548,15659,4025,2025-02-03,108.0,Smart TV
W79549,16733,2817,2025-02-03,126.0,Mobile
W79550,16668,1484,2025-02-03,84.0,Laptop
W79551,15649,675,2025-02-03,63.0,Mobile
W79552,16176,3932,2025-02-03,107.0,Laptop
W79553,15641,4147,2025-02-03,169.0,Laptop
W79554,15596,673,2025-02-03,130.0,Smart TV
W79556,16181,4051,2025-02-03,106.0,Mobile
W79557,16594,3859,2025-02-03,52.0,Mobile
W79559,16081,2139,2025-02-03,125.0,Laptop
W79560,16604,635,2025-02-03,134.0,Smart TV
W79561,15941,1521,2025-02-03,136.0,Mobile
W79562,15837,17,2025-02-03,115.0,Laptop
W79563,15587,4221,2025-02-03,21.0,Smart TV
W79564,16613,329,2025-02-03,118.0,Laptop
W79565,15960,2247,2025-02-03,121.0,Smart TV
W79566,16447,2778,2025-02-03,92.0,Laptop
W79567,16114,438,2025-02-03,62.0,Smart TV
W79568,15326,2837,2025-02-03,97.0,Smart TV
W79571,15851,3379,2025-02-03,68.0,Smart TV
W79572,16157,3742,2025-02-03,120.0,Laptop
W79573,16835,3738,2025-02-03,130.0,Smart TV
W79575,16874,1529,2025-02-03,92.0,Laptop
W79576,16039,3195,2025-02-03,90.0,Smart TV
W79577,16134,2769,2025-02-03,104.0,Laptop
W79578,16999,2366,2025-02-03,135.0,Laptop
W79579,15756,4214,2025-02-03,54.0,Laptop
W79580,16010,2503,2025-02-03,125.0,Mobile
W79581,15256,1936,2025-02-03,90.0,Laptop
W79582,15207,150,2025-02-03,118.0,Smart TV
W79583,15946,897,2025-02-03,96.0,Smart TV
W79584,16989,2720,2025-02-03,47.0,Smart TV
W79585,16958,2131,2025-02-03,165.0,Laptop
W79586,15270,1437,2025-02-03,118.0,Laptop
W79587,15418,3001,2025-02-03,101.0,Smart TV
W79588,16844,2041,2025-02-03,115.0,Laptop
W79589,15397,11,2025-02-03,66.0,Laptop
W79590,15034,968,2025-02-03,43.0,Smart TV
W79591,15199,3019,2025-02-03,100.0,Smart TV
W79593,15439,1277,2025-02-03,15.0,Smart TV
W79594,15184,2788,2025-02-03,146.0,Smart TV
W79595,15871,1819,2025-02-03,50.0,Mobile
W79596,15669,2769,2025-02-03,47.0,Laptop
W79598,15299,1208,2025-02-03,106.0,Mobile
W79599,15126,1148,2025-02-03,112.0,Smart TV
W79601,16973,2070,2025-02-03,18.0,Mobile
W79602,15710,913,2025-02-03,48.0,Mobile
W79604,15153,2503,2025-02-03,18.0,Mobile
W79605,16889,3146,2025-02-03,64.0,Laptop
W79606,16510,3020,2025-02-03,89.0,Laptop
W79607,15755,2835,2025-02-03,59.0,Mobile
W79608,15403,3004,2025-02-03,124.0,Smart TV
W79609,16238,4094,2025-02-03,119.0,Smart TV
W79610,16882,5,2025-02-03,116.0,Smart TV
W79611,16792,1739,2025-02-03,5.0,Laptop
W79612,16102,3409,2025-02-03,77.0,Laptop
W79613,16074,3762,2025-02-03,51.0,Laptop
W79614,16851,1739,2025-02-03,85.0,Mobile
W79615,16503,534,2025-02-03,119.0,Laptop
W79616,16099,3543,2025-02-03,111.0,Mobile
W79618,15518,1162,2025-02-03,94.0,Smart TV
W79619,16969,2418,2025-02-03,114.0,Laptop
W79620,16555,166,2025-02-03,78.0,Smart TV
W79621,15669,1137,2025-02-03,102.0,Laptop
W79622,15895,1531,2025-02-03,77.0,Laptop
W79624,16185,857,2025-02-03,44.0,Smart TV
W79626,16203,2202,2025-02-03,96.0,Smart TV
W79627,16863,109,2025-02-03,106.0,Laptop
W79628,15351,1150,2025-02-03,129.0,Laptop
W79629,16475,1175,2025-02-03,131.0,Mobile
W79630,16163,2900,2025-02-03,49.0,Mobile
W79631,16999,594,2025-02-03,96.0,Laptop
W79632,16622,4025,2025-02-03,104.0,Mobile
W79633,16479,3344,2025-02-03,21.0,Smart TV
W79634,16435,2181,2025-02-03,92.0,Laptop
W79635,16401,691,2025-02-03,130.0,Laptop
W79636,15200,3175,2025-02-03,101.0,Smart TV
W79637,16291,1596,2025-02-03,95.0,Laptop
W79639,16479,2503,2025-02-03,125.0,Laptop
W79640,15223,3651,2025-02-03,97.0,Mobile
W79642,15902,1771,2025-02-03,53.0,Mobile
W79643,15208,1636,2025-02-03,110.0,Smart TV
W79645,15885,1137,2025-02-03,60.0,Mobile
W79646,15326,1739,2025-02-03,14.0,Laptop
W79647,15741,3802,2025-02-03,99.0,Mobile
W79649,15235,249,2025-02-03,114.0,Smart TV
W79650,16537,558,2025-02-03,120.0,Laptop
W79651,16530,3275,2025-02-03,53.0,Mobile
W79652,16501,2818,2025-02-03,122.0,Smart TV
W79654,16812,395,2025-02-03,85.0,Smart TV
W79656,16579,1959,2025-02-03,12.0,Smart TV
W79658,16651,269,2025-02-03,127.0,Laptop
W79659,15542,3275,2025-02-03,115.0,Laptop
W79660,16470,3218,2025-02-03,132.0,Laptop
W79661,15997,3759,2025-02-03,6.0,Mobile
W79662,16618,1480,2025-02-03,11.0,Smart TV
W79663,16089,1437,2025-02-03,123.0,Smart TV
W79664,15702,1152,2025-02-03,14.0,Mobile
W79665,16510,3543,2025-02-03,109.0,Smart TV
W79666,16641,662,2025-02-03,126.0,Smart TV
W79667,15002,3932,2025-02-03,105.0,Smart TV
W79668,16839,3000,2025-02-03,134.0,Mobile
W79671,15624,579,2025-02-03,95.0,Smart TV
W79672,15601,1991,2025-02-03,88.0,Laptop
W79673,16796,4098,2025-02-03,113.0,Mobile
W79674,15608,1388,2025-02-03,43.0,Smart TV
W79675,16106,3251,2025-02-03,61.0,Smart TV
W79676,16914,1175,2025-02-03,25.0,Laptop
W79677,16951,2817,2025-02-03,135.0,Mobile
W79678,16353,1495,2025-02-03,117.0,Smart TV
W79679,16735,1991,2025-02-03,93.0,Laptop
W79680,16170,1484,2025-02-03,10.0,Smart TV
W79681,16084,2418,2025-02-03,116.0,Smart TV
W79682,16170,1105,2025-02-03,100.0,Smart TV
W79683,15286,675,2025-02-03,133.0,Laptop
W79684,16743,3195,2025-02-03,90.0,Laptop
W79685,15797,2778,2025-02-03,6.0,Mobile
W79687,16589,1479,2025-02-03,113.0,Mobile
W79688,16057,3155,2025-02-03,118.0,Smart TV
W79689,16534,2769,2025-02-03,19.0,Smart TV
W79690,15960,1422,2025-02-03,64.0,Laptop
W79691,16970,921,2025-02-03,46.0,Mobile
W79692,16707,45,2025-02-03,111.0,Mobile
W79693,16900,118,2025-02-03,136.0,Mobile
W79694,16045,217,2025-02-03,62.0,Laptop
W79697,16070,2942,2025-02-03,97.0,Mobile
W79698,15932,17,2025-02-03,113.0,Smart TV
W79699,16156,2598,2025-02-03,15.0,Smart TV
W79700,15458,1521,2025-02-03,131.0,Laptop
