payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed
T96373873411,15867,4.99,15-12-2024,Student Plan,14-01-2025,active,TRUE
T92434157720,15867,12.99,19-01-2025,Premium,20-03-2025,active,TRUE
T73162663725,15868,7.99,15-12-2024,Standard,14-01-2025,active,TRUE
T66719647969,15868,7.99,17-01-2025,Standard,16-02-2025,churned,FALSE
T73437795478,15869,12.99,15-12-2024,Premium,13-02-2025,churned,FALSE
T60413067148,15870,4.99,15-12-2024,Student Plan,14-01-2025,active,TRUE
T79957489363,15870,4.99,19-01-2025,Student Plan,18-02-2025,churned,FALSE
T57183580789,15871,7.99,15-12-2024,Standard,14-01-2025,active,TRUE
T73011264118,15871,7.99,19-01-2025,Standard,18-02-2025,active,TRUE
T67546013564,15871,7.99,20-02-2025,Standard,22-03-2025,active,TRUE
T90049540304,15872,12.99,15-12-2024,Premium,13-02-2025,active,TRUE
T98286919455,15872,12.99,15-02-2025,Premium,16-04-2025,active,TRUE
T90115312458,15873,7.99,16-12-2024,Standard,15-01-2025,churned,FALSE
T70250132284,15874,12.99,16-12-2024,Premium,14-02-2025,active,TRUE
T95497735582,15874,12.99,17-02-2025,Premium,18-04-2025,active,TRUE
T64676372145,15875,7.99,16-12-2024,Standard,15-01-2025,churned,FALSE
T81542308962,15876,7.99,16-12-2024,Standard,15-01-2025,churned,FALSE
T76467828180,15877,7.99,16-12-2024,Standard,15-01-2025,active,TRUE
T90020630732,15877,7.99,20-01-2025,Standard,19-02-2025,active,TRUE
T73430989582,15877,12.99,20-02-2025,Premium,21-04-2025,active,TRUE
T78784660760,15878,7.99,16-12-2024,Standard,15-01-2025,active,TRUE
T56629798257,15878,7.99,17-01-2025,Standard,16-02-2025,active,TRUE
T87862611618,15878,7.99,17-02-2025,Standard,19-03-2025,active,TRUE
T97086029138,15879,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T67242422987,15879,4.99,17-01-2025,Student Plan,16-02-2025,active,TRUE
T92337576379,15879,4.99,17-02-2025,Student Plan,19-03-2025,active,TRUE
T51622824485,15880,12.99,16-12-2024,Premium,14-02-2025,active,TRUE
T52369830452,15880,12.99,18-02-2025,Premium,19-04-2025,churned,FALSE
T75470543904,15881,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T73956209400,15881,4.99,16-01-2025,Student Plan,15-02-2025,active,TRUE
T80189849790,15881,4.99,17-02-2025,Student Plan,19-03-2025,active,TRUE
T93209148239,15882,7.99,16-12-2024,Standard,15-01-2025,active,TRUE
T59934200672,15882,7.99,16-01-2025,Standard,15-02-2025,churned,FALSE
T55673064489,15883,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T63191574229,15883,4.99,17-01-2025,Student Plan,16-02-2025,active,TRUE
T70885405126,15883,12.99,21-02-2025,Premium,22-04-2025,churned,FALSE
T73553712233,15884,7.99,16-12-2024,Standard,15-01-2025,active,TRUE
T73881166863,15884,7.99,19-01-2025,Standard,18-02-2025,active,TRUE
T74401039215,15884,7.99,21-02-2025,Standard,23-03-2025,active,TRUE
T77695804758,15885,7.99,16-12-2024,Standard,15-01-2025,active,TRUE
T93523938605,15885,7.99,18-01-2025,Standard,17-02-2025,churned,FALSE
T90440617104,15886,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T74417432264,15886,4.99,17-01-2025,Student Plan,16-02-2025,churned,FALSE
T67885542510,15887,12.99,16-12-2024,Premium,14-02-2025,active,TRUE
T80187694529,15887,12.99,15-02-2025,Premium,16-04-2025,active,TRUE
T50556899122,15888,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T54495958201,15888,7.99,16-01-2025,Standard,15-02-2025,churned,FALSE
T72115493758,15889,12.99,16-12-2024,Premium,14-02-2025,active,TRUE
T51279137499,15889,7.99,17-02-2025,Standard,19-03-2025,active,TRUE
T91450901408,15890,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T69723676114,15890,4.99,20-01-2025,Student Plan,19-02-2025,active,TRUE
T61887825221,15890,12.99,22-02-2025,Premium,23-04-2025,active,TRUE
T91664920251,15891,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T74113754279,15891,12.99,16-01-2025,Premium,17-03-2025,active,TRUE
T54718881487,15892,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T93151930732,15892,4.99,17-01-2025,Student Plan,16-02-2025,churned,FALSE
T50053692000,15893,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T70222482688,15893,7.99,18-01-2025,Standard,17-02-2025,churned,FALSE
T81472496309,15894,4.99,16-12-2024,Student Plan,15-01-2025,churned,FALSE
T88745493804,15895,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T50927098181,15895,12.99,18-02-2025,Premium,19-04-2025,active,TRUE
T79632451879,15896,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T79627814213,15896,7.99,18-01-2025,Standard,17-02-2025,active,TRUE
T56399194310,15896,7.99,21-02-2025,Standard,23-03-2025,active,TRUE
T89386182838,15897,4.99,17-12-2024,Student Plan,16-01-2025,churned,FALSE
T72802161986,15898,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T62775723853,15898,7.99,18-01-2025,Standard,17-02-2025,active,TRUE
T82391244861,15898,7.99,22-02-2025,Standard,24-03-2025,churned,FALSE
T75455161846,15899,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T51753014004,15899,7.99,16-02-2025,Standard,18-03-2025,active,TRUE
T62939966627,15900,4.99,17-12-2024,Student Plan,16-01-2025,active,TRUE
T87578194885,15900,4.99,17-01-2025,Student Plan,16-02-2025,active,TRUE
T89628591283,15900,4.99,21-02-2025,Student Plan,23-03-2025,active,TRUE
T51219545404,15901,4.99,17-12-2024,Student Plan,16-01-2025,active,TRUE
T54213094374,15901,4.99,18-01-2025,Student Plan,17-02-2025,active,TRUE
T93782381851,15901,4.99,21-02-2025,Student Plan,23-03-2025,churned,FALSE
T50239520749,15902,4.99,17-12-2024,Student Plan,16-01-2025,active,TRUE
T72707167804,15902,7.99,21-01-2025,Standard,20-02-2025,active,TRUE
T85268724392,15902,7.99,21-02-2025,Standard,23-03-2025,active,TRUE
T89860889612,15903,4.99,17-12-2024,Student Plan,16-01-2025,active,TRUE
T67213770435,15903,4.99,21-01-2025,Student Plan,20-02-2025,active,TRUE
T53402950121,15903,4.99,24-02-2025,Student Plan,26-03-2025,active,TRUE
T63318866663,15904,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T95214427853,15904,12.99,19-02-2025,Premium,20-04-2025,active,TRUE
T90848061863,15905,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T96532911371,15905,12.99,20-02-2025,Premium,21-04-2025,active,TRUE
T52546495422,15906,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T75931062166,15906,7.99,18-01-2025,Standard,17-02-2025,active,TRUE
T50891012093,15906,7.99,20-02-2025,Standard,22-03-2025,active,TRUE
T60415306869,15907,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T53345940887,15907,12.99,16-02-2025,Premium,17-04-2025,active,TRUE
T83714689034,15908,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T81949324626,15908,-1,17-02-2025,Premium,18-04-2025,churned,FALSE
T79995930069,15909,4.99,17-12-2024,Student Plan,16-01-2025,churned,FALSE
T82700300382,15910,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T59686881083,15910,7.99,18-01-2025,Standard,17-02-2025,active,TRUE
T94037086983,15910,7.99,22-02-2025,Standard,24-03-2025,active,TRUE
T91221243026,15911,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T91866716272,15911,12.99,17-02-2025,Premium,18-04-2025,active,TRUE
T86131843154,15912,4.99,17-12-2024,Student Plan,16-01-2025,churned,FALSE
T66588019127,15913,4.99,17-12-2024,Student Plan,16-01-2025,active,TRUE
T50041770733,15913,4.99,17-01-2025,Student Plan,16-02-2025,churned,FALSE
T83125736017,15914,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T60271925594,15914,7.99,21-01-2025,Standard,20-02-2025,active,TRUE
T60822757458,15914,7.99,21-02-2025,Standard,23-03-2025,churned,FALSE
T87200628824,15915,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T60796625296,15915,7.99,19-01-2025,Standard,18-02-2025,active,TRUE
T52817852867,15915,7.99,19-02-2025,Standard,21-03-2025,active,TRUE
T71651298432,15916,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T80554806250,15916,7.99,19-01-2025,Standard,18-02-2025,active,TRUE
T63728415652,15916,7.99,19-02-2025,Standard,21-03-2025,active,TRUE
T72488848901,15917,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T94023213539,15917,7.99,18-01-2025,Standard,17-02-2025,active,TRUE
T86392167696,15917,7.99,18-02-2025,Standard,20-03-2025,active,TRUE
T80092630157,15918,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T67922065842,15918,12.99,16-02-2025,Premium,17-04-2025,active,TRUE
T75252065049,15919,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T57905806787,15919,12.99,17-02-2025,Premium,18-04-2025,active,TRUE
T53677046829,15920,4.99,17-12-2024,Student Plan,16-01-2025,active,TRUE
T71681363975,15920,4.99,19-01-2025,Student Plan,18-02-2025,active,TRUE
T65952163998,15920,4.99,23-02-2025,Student Plan,25-03-2025,active,TRUE
T71619525003,15921,12.99,17-12-2024,Premium,15-02-2025,active,TRUE
T97139419901,15921,12.99,20-02-2025,Premium,21-04-2025,active,TRUE
T52722160212,15922,12.99,18-12-2024,Premium,16-02-2025,active,TRUE
T96980161805,15922,7.99,18-02-2025,Standard,20-03-2025,active,TRUE
T91733515922,15923,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T64222132138,15923,4.99,21-01-2025,Student Plan,20-02-2025,active,TRUE
T70768928580,15923,7.99,21-02-2025,Standard,23-03-2025,active,TRUE
T71477099861,15924,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T76025318558,15924,7.99,18-01-2025,Standard,17-02-2025,active,TRUE
T62264689337,15924,4.99,20-02-2025,Student Plan,22-03-2025,active,TRUE
T65237132130,15925,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T74679041850,15925,4.99,22-01-2025,Student Plan,21-02-2025,churned,FALSE
T86934417528,15926,7.99,18-12-2024,Standard,17-01-2025,churned,FALSE
T84956009728,15927,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T92325906721,15927,4.99,20-01-2025,Student Plan,19-02-2025,active,TRUE
T73989842007,15927,4.99,22-02-2025,Student Plan,24-03-2025,active,TRUE
T65856367902,15928,7.99,18-12-2024,Standard,17-01-2025,active,TRUE
T90099390000,15928,12.99,21-01-2025,Premium,22-03-2025,active,TRUE
T75164273035,15929,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T78398595678,15929,12.99,19-01-2025,Premium,20-03-2025,churned,FALSE
T82323049324,15930,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T99155868972,15930,4.99,21-01-2025,Student Plan,20-02-2025,churned,FALSE
T70571005308,15931,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T82395281763,15931,4.99,21-01-2025,Student Plan,20-02-2025,active,TRUE
T61627660633,15931,4.99,21-02-2025,Student Plan,23-03-2025,active,TRUE
T64474385144,15932,12.99,18-12-2024,Premium,16-02-2025,active,TRUE
T90423877537,15932,12.99,17-02-2025,Premium,18-04-2025,active,TRUE
T71001701264,15933,7.99,18-12-2024,Standard,17-01-2025,churned,FALSE
T64391161507,15934,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T63022079986,15934,4.99,19-01-2025,Student Plan,18-02-2025,active,TRUE
T86343469233,15934,4.99,20-02-2025,Student Plan,22-03-2025,active,TRUE
T66554921488,15935,12.99,19-12-2024,Premium,17-02-2025,active,TRUE
T82308712860,15935,12.99,21-02-2025,Premium,22-04-2025,churned,FALSE
T78400010448,15936,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T68269950773,15936,7.99,19-01-2025,Standard,18-02-2025,active,TRUE
T79951289659,15936,7.99,19-02-2025,Standard,21-03-2025,churned,FALSE
T80248666899,15937,4.99,19-12-2024,Student Plan,18-01-2025,active,TRUE
T64437925631,15937,4.99,21-01-2025,Student Plan,20-02-2025,active,TRUE
T56040055663,15937,4.99,24-02-2025,Student Plan,26-03-2025,active,TRUE
T91893100320,15938,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T77198765804,15938,12.99,19-01-2025,Premium,20-03-2025,active,TRUE
T94854461842,15939,7.99,19-12-2024,Standard,18-01-2025,churned,FALSE
T96994280545,15940,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T99473854832,15940,7.99,21-01-2025,Standard,20-02-2025,active,TRUE
T65997590129,15940,7.99,21-02-2025,Standard,23-03-2025,active,TRUE
T50717321721,15941,4.99,19-12-2024,Student Plan,18-01-2025,active,TRUE
T85152584941,15941,12.99,23-01-2025,Premium,24-03-2025,active,TRUE
T97045943058,15942,4.99,19-12-2024,Student Plan,18-01-2025,active,TRUE
T91549456636,15942,12.99,23-01-2025,Premium,24-03-2025,active,TRUE
T52182831249,15943,12.99,19-12-2024,Premium,17-02-2025,active,TRUE
T64819724081,15943,12.99,19-02-2025,Premium,20-04-2025,active,TRUE
T74273527832,15944,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T89685204947,15944,7.99,22-01-2025,Standard,21-02-2025,active,TRUE
T77877763807,15944,7.99,26-02-2025,Standard,28-03-2025,active,TRUE
T72232459513,15945,4.99,19-12-2024,Student Plan,18-01-2025,active,TRUE
T55583163073,15945,4.99,21-01-2025,Student Plan,20-02-2025,active,TRUE
T71509054647,15945,-5.99,22-02-2025,Student Plan,24-03-2025,churned,FALSE
T79268170553,15946,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T94458685486,15946,7.99,23-01-2025,Standard,22-02-2025,active,TRUE
T60123832662,15946,7.99,25-02-2025,Standard,27-03-2025,active,TRUE
T82300526369,15947,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T86062027063,15947,7.99,19-01-2025,Standard,18-02-2025,active,TRUE
T74931900667,15947,7.99,19-02-2025,Standard,21-03-2025,churned,FALSE
T97409591973,15948,12.99,19-12-2024,Premium,17-02-2025,active,TRUE
T81831502313,15948,12.99,21-02-2025,Premium,22-04-2025,active,TRUE
T54393936828,15949,12.99,19-12-2024,Premium,17-02-2025,active,TRUE
T80128549936,15949,12.99,21-02-2025,Premium,22-04-2025,active,TRUE
T50008157951,15950,12.99,19-12-2024,Premium,17-02-2025,churned,FALSE
T53801818584,15951,4.99,19-12-2024,Student Plan,18-01-2025,active,TRUE
T77140985904,15951,7.99,20-01-2025,Standard,19-02-2025,active,TRUE
T76846482876,15951,7.99,23-02-2025,Standard,25-03-2025,active,TRUE
T52403081253,15952,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T98224904427,15952,7.99,23-01-2025,Standard,22-02-2025,active,TRUE
T62173340945,15952,7.99,26-02-2025,Standard,28-03-2025,active,TRUE
T55370152759,15953,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T72546506490,15953,7.99,23-01-2025,Standard,22-02-2025,churned,FALSE
T72079666591,15954,7.99,19-12-2024,Standard,18-01-2025,active,TRUE
T84643411523,15954,7.99,21-01-2025,Standard,20-02-2025,churned,FALSE
T98491347980,15955,12.99,19-12-2024,Premium,17-02-2025,active,TRUE
T70242826342,15955,12.99,21-02-2025,Premium,22-04-2025,active,TRUE
T86178556823,15956,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T78808418700,15956,4.99,20-01-2025,Student Plan,19-02-2025,churned,FALSE
T87055172375,15957,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T83591153873,15957,4.99,23-01-2025,Student Plan,22-02-2025,active,TRUE
T99120073097,15957,-1,23-02-2025,Student Plan,25-03-2025,active,TRUE
T67001775257,15958,7.99,20-12-2024,Standard,19-01-2025,churned,FALSE
T78951436171,15959,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T90459112807,15959,12.99,19-02-2025,Premium,20-04-2025,active,TRUE
T84933686543,15960,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T92968944014,15960,7.99,23-01-2025,Standard,22-02-2025,active,TRUE
T57416638214,15960,7.99,27-02-2025,Standard,29-03-2025,active,TRUE
T82300967671,15961,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T63546442506,15961,4.99,24-01-2025,Student Plan,23-02-2025,active,TRUE
T51165861236,15961,7.99,25-02-2025,Standard,27-03-2025,active,TRUE
T83811122591,15962,12.99,20-12-2024,Premium,18-02-2025,churned,FALSE
T99890611148,15963,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T94771507441,15963,7.99,23-02-2025,Standard,25-03-2025,active,TRUE
T89978383610,15964,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T67425877603,15964,4.99,20-01-2025,Student Plan,19-02-2025,active,TRUE
T88799783958,15964,4.99,22-02-2025,Student Plan,24-03-2025,churned,FALSE
T57710037353,15965,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T51354141921,15965,7.99,19-02-2025,Standard,21-03-2025,active,TRUE
T69455748089,15966,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T61197771120,15966,12.99,23-02-2025,Premium,24-04-2025,active,TRUE
T79328472165,15967,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T63975340211,15967,12.99,22-02-2025,Premium,23-04-2025,active,TRUE
T87312086410,15968,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T90450314639,15968,4.99,23-01-2025,Student Plan,22-02-2025,active,TRUE
T50676432389,15968,4.99,24-02-2025,Student Plan,26-03-2025,churned,FALSE
T97489382408,15969,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T59332593297,15969,12.99,21-02-2025,Premium,22-04-2025,active,TRUE
T66055581976,15970,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T90532320864,15970,4.99,21-01-2025,Student Plan,20-02-2025,active,TRUE
T77422898641,15970,12.99,21-02-2025,Premium,22-04-2025,active,TRUE
T72336301149,15971,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T95400715223,15971,12.99,23-02-2025,Premium,24-04-2025,active,TRUE
T71835448428,15972,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T81753982855,15972,4.99,20-01-2025,Student Plan,19-02-2025,churned,FALSE
T74094575142,15973,7.99,20-12-2024,Standard,19-01-2025,active,TRUE
T77132940165,15973,7.99,20-01-2025,Standard,19-02-2025,active,TRUE
T77850510559,15973,7.99,23-02-2025,Standard,25-03-2025,active,TRUE
T80081455689,15974,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T75626493368,15974,12.99,21-02-2025,Premium,22-04-2025,active,TRUE
T69630102782,15975,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T99592111299,15975,12.99,21-01-2025,Premium,22-03-2025,active,TRUE
T85122286359,15976,12.99,20-12-2024,Premium,18-02-2025,active,TRUE
T73532388074,15976,12.99,20-02-2025,Premium,21-04-2025,active,TRUE
T92628491687,15977,3.141689,21-12-2024,Student Plan,20-01-2025,churned,FALSE
T61677738497,15978,12.99,21-12-2024,Premium,19-02-2025,active,TRUE
T87481783548,15978,12.99,21-02-2025,Premium,22-04-2025,active,TRUE
T74976431611,15979,4.99,21-12-2024,Student Plan,20-01-2025,active,TRUE
T92318378330,15979,12.99,22-01-2025,Premium,23-03-2025,active,TRUE
T54185329594,15980,4.99,21-12-2024,Student Plan,20-01-2025,active,TRUE
T92289238936,15980,4.99,22-01-2025,Student Plan,21-02-2025,active,TRUE
T87321352511,15980,4.99,25-02-2025,Student Plan,27-03-2025,active,TRUE
T83514821579,15981,4.99,21-12-2024,Student Plan,20-01-2025,active,TRUE
T99395161570,15981,4.99,25-01-2025,Student Plan,24-02-2025,active,TRUE
T50717759571,15981,4.99,25-02-2025,Student Plan,27-03-2025,churned,FALSE
T99168460712,15982,4.99,21-12-2024,Student Plan,20-01-2025,active,TRUE
T76563447803,15982,4.99,22-01-2025,Student Plan,21-02-2025,active,TRUE
T76131410240,15982,7.99,22-02-2025,Standard,24-03-2025,active,TRUE
T90558315643,15983,4.99,21-12-2024,Student Plan,20-01-2025,churned,FALSE
T96574901644,15984,7.99,21-12-2024,Standard,20-01-2025,active,TRUE
T84178159988,15984,7.99,22-01-2025,Standard,21-02-2025,active,TRUE
T93759760766,15984,7.99,22-02-2025,Standard,24-03-2025,active,TRUE
T95807243751,15985,12.99,21-12-2024,Premium,19-02-2025,active,TRUE
T57097119882,15985,12.99,23-02-2025,Premium,24-04-2025,active,TRUE
T92874401441,15986,7.99,21-12-2024,Standard,20-01-2025,active,TRUE
T62716305496,15986,7.99,23-01-2025,Standard,22-02-2025,active,TRUE
T94836524968,15986,7.99,27-02-2025,Standard,29-03-2025,active,TRUE
T56712659720,15987,7.99,21-12-2024,Standard,20-01-2025,churned,FALSE
T57814995491,15988,12.99,21-12-2024,Premium,19-02-2025,active,TRUE
T64987942054,15988,12.99,20-02-2025,Premium,21-04-2025,churned,FALSE
T61200222358,15989,7.99,21-12-2024,Standard,20-01-2025,active,TRUE
T89005457624,15989,7.99,22-01-2025,Standard,21-02-2025,active,TRUE
T94869971435,15989,7.99,26-02-2025,Standard,28-03-2025,active,TRUE
T91268261648,15990,7.99,21-12-2024,Standard,20-01-2025,churned,FALSE
T51618195971,15991,7.99,21-12-2024,Standard,20-01-2025,active,TRUE
T60886998205,15991,7.99,21-01-2025,Standard,20-02-2025,active,TRUE
T82431150829,15991,7.99,21-02-2025,Standard,23-03-2025,active,TRUE
T73111878526,15992,7.99,21-12-2024,Standard,20-01-2025,active,TRUE
T92751521055,15992,7.99,25-01-2025,Standard,24-02-2025,active,TRUE
T73725755855,15992,7.99,27-02-2025,Standard,29-03-2025,active,TRUE
T52529977285,15993,4.99,21-12-2024,Student Plan,20-01-2025,active,TRUE
T88490950927,15993,4.99,22-01-2025,Student Plan,21-02-2025,churned,FALSE
T53603376545,15994,4.99,21-12-2024,Student Plan,20-01-2025,active,TRUE
T89851267088,15994,4.99,21-01-2025,Student Plan,20-02-2025,churned,FALSE
T67545927711,15995,7.99,21-12-2024,Standard,20-01-2025,churned,FALSE
T79139328748,15996,12.99,21-12-2024,Premium,19-02-2025,active,TRUE
T97743809738,15996,12.99,20-02-2025,Premium,21-04-2025,active,TRUE
T92465365478,15997,4.99,21-12-2024,Student Plan,20-01-2025,active,TRUE
T50073444840,15997,4.99,21-01-2025,Student Plan,20-02-2025,active,TRUE
T95958541498,15997,4.99,21-02-2025,Student Plan,23-03-2025,active,TRUE
T96028237874,15998,12.99,21-12-2024,Premium,19-02-2025,active,TRUE
T62001175744,15998,-1,24-02-2025,Standard,26-03-2025,active,TRUE
T63207469617,15999,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T60856293770,15999,4.99,23-01-2025,Student Plan,22-02-2025,active,TRUE
T82569226767,15999,4.99,24-02-2025,Student Plan,26-03-2025,active,TRUE
T82859964186,16000,7.99,22-12-2024,Standard,21-01-2025,churned,FALSE
T61242365799,16001,12.99,22-12-2024,Premium,20-02-2025,active,TRUE
T86917677953,16001,7.99,25-02-2025,Standard,27-03-2025,active,TRUE
T78312503980,16002,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T67328455500,16002,4.99,26-01-2025,Student Plan,25-02-2025,active,TRUE
T51028438035,16002,12.99,01-03-2025,Premium,30-04-2025,active,TRUE
T66695156922,16003,7.99,22-12-2024,Standard,21-01-2025,active,TRUE
T65662478884,16003,7.99,24-01-2025,Standard,23-02-2025,active,TRUE
T73325347998,16003,7.99,28-02-2025,Standard,30-03-2025,active,TRUE
T54472190946,16004,7.99,22-12-2024,Standard,21-01-2025,active,TRUE
T81843314836,16004,7.99,25-01-2025,Standard,24-02-2025,churned,FALSE
T90458278846,16005,7.99,22-12-2024,Standard,21-01-2025,active,TRUE
T67203467376,16005,-5.99,22-01-2025,Premium,23-03-2025,active,TRUE
T53982608949,16006,4.99,22-12-2024,Student Plan,21-01-2025,churned,FALSE
T55994227259,16007,12.99,22-12-2024,Premium,20-02-2025,active,TRUE
T60266855426,16007,-5.99,25-02-2025,Premium,26-04-2025,active,TRUE
T54993875266,16008,7.99,22-12-2024,Standard,21-01-2025,active,TRUE
T76268225115,16008,7.99,25-01-2025,Standard,24-02-2025,active,TRUE
T87364109280,16008,7.99,28-02-2025,Standard,30-03-2025,active,TRUE
T77301216439,16009,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T55345658669,16009,4.99,24-01-2025,Student Plan,23-02-2025,active,TRUE
T83162649474,16009,4.99,27-02-2025,Student Plan,29-03-2025,churned,FALSE
T96144403358,16010,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T53146162130,16010,4.99,24-01-2025,Student Plan,23-02-2025,active,TRUE
T50176073517,16010,4.99,24-02-2025,Student Plan,26-03-2025,active,TRUE
T51569339118,16011,7.99,22-12-2024,Standard,21-01-2025,churned,FALSE
T82892031505,16012,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T61485159017,16012,7.99,23-01-2025,Standard,22-02-2025,active,TRUE
T50281047529,16012,7.99,24-02-2025,Standard,26-03-2025,active,TRUE
T92074807946,16013,12.99,22-12-2024,Premium,20-02-2025,churned,FALSE
T94443195574,16014,12.99,22-12-2024,Premium,20-02-2025,active,TRUE
T75113990252,16014,12.99,24-02-2025,Premium,25-04-2025,active,TRUE
T78233353687,16015,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T83324867223,16015,4.99,25-01-2025,Student Plan,24-02-2025,active,TRUE
T70943829785,16015,4.99,26-02-2025,Student Plan,28-03-2025,active,TRUE
T71402554767,16016,4.99,22-12-2024,Student Plan,21-01-2025,churned,FALSE
T62206333405,16017,7.99,22-12-2024,Standard,21-01-2025,active,TRUE
T98257297501,16017,7.99,22-01-2025,Standard,21-02-2025,active,TRUE
T97965102735,16017,7.99,23-02-2025,Standard,25-03-2025,active,TRUE
T87605896316,16018,12.99,23-12-2024,Premium,21-02-2025,active,TRUE
T94088020016,16018,7.99,26-02-2025,Standard,28-03-2025,active,TRUE
T94590036587,16019,12.99,23-12-2024,Premium,21-02-2025,active,TRUE
T54771638672,16019,2.8998217,26-02-2025,Premium,27-04-2025,active,TRUE
T62154704058,16020,12.99,23-12-2024,Premium,21-02-2025,churned,FALSE
T89076569474,16021,7.99,23-12-2024,Standard,22-01-2025,active,TRUE
T97984445312,16021,7.99,27-01-2025,Standard,26-02-2025,active,TRUE
T89481091851,16021,7.99,01-03-2025,Standard,31-03-2025,active,TRUE
T74498475589,16022,4.99,23-12-2024,Student Plan,22-01-2025,active,TRUE
T51164612462,16022,4.99,23-01-2025,Student Plan,22-02-2025,active,TRUE
T70543548665,16022,4.99,27-02-2025,Student Plan,29-03-2025,churned,FALSE
T98018528109,16023,12.99,23-12-2024,Premium,21-02-2025,churned,FALSE
T98392527917,16024,7.99,23-12-2024,Standard,22-01-2025,active,TRUE
T75069880223,16024,7.99,23-01-2025,Standard,22-02-2025,active,TRUE
T80200929894,16024,7.99,26-02-2025,Standard,28-03-2025,active,TRUE
T64238998297,16025,12.99,23-12-2024,Premium,21-02-2025,active,TRUE
T75839716993,16025,7.99,23-02-2025,Standard,25-03-2025,active,TRUE
T69743258672,16026,12.99,23-12-2024,Premium,21-02-2025,active,TRUE
T50834070118,16026,12.99,22-02-2025,Premium,23-04-2025,active,TRUE
T86949311568,16027,12.99,23-12-2024,Premium,21-02-2025,active,TRUE
T97839063713,16027,12.99,26-02-2025,Premium,27-04-2025,active,TRUE
